Sample	Population_descriptor	Source	Haplotype	Sample_hap	x1	x2
HG03343	Esan in Nigeria	1000G	0	HG03343_H1	-1.7811402514770116	0.2226074954127782
HG03343	Esan in Nigeria	1000G	1	HG03343_H2	-1.7813670931177181	0.22790681017069767
HG03351	Esan in Nigeria	1000G	0	HG03351_H1	-1.7849124377242798	0.23139270798421419
HG03351	Esan in Nigeria	1000G	1	HG03351_H2	-1.7836933653979032	0.20420979184201274
HG03352	Esan in Nigeria	1000G	0	HG03352_H1	-1.7868911864368198	0.21024120793124412
HG03352	Esan in Nigeria	1000G	1	HG03352_H2	-1.7771272712483794	0.2342803355037103
HG03354	Esan in Nigeria	1000G	0	HG03354_H1	-1.776297641653841	0.23647200832261875
HG03354	Esan in Nigeria	1000G	1	HG03354_H2	-1.7707433245281878	0.21626033513340165
HG03363	Esan in Nigeria	1000G	0	HG03363_H1	-1.7922250370698425	0.23103270483596255
HG03363	Esan in Nigeria	1000G	1	HG03363_H2	-1.7664580733174837	0.22659137264660206
HG03366	Esan in Nigeria	1000G	0	HG03366_H1	-1.78677309987965	0.22701136934080732
HG03366	Esan in Nigeria	1000G	1	HG03366_H2	-1.8123860866324022	0.22507157382770784
HG03367	Esan in Nigeria	1000G	0	HG03367_H1	-1.7984180115295334	0.22040938621712045
HG03367	Esan in Nigeria	1000G	1	HG03367_H2	-1.7886866667067574	0.20159889122768412
HG03370	Esan in Nigeria	1000G	0	HG03370_H1	-1.7666484304748717	0.2398618609274463
HG03370	Esan in Nigeria	1000G	1	HG03370_H2	-1.7996796349947517	0.23594175499794695
HG03372	Esan in Nigeria	1000G	0	HG03372_H1	-1.776720284224575	0.23234647919479456
HG03372	Esan in Nigeria	1000G	1	HG03372_H2	-1.7992125637019558	0.23371393087358527
HG03376	Mende in Sierra Leone	1000G	0	HG03376_H1	-1.7890875226404364	0.22986803906971395
HG03376	Mende in Sierra Leone	1000G	1	HG03376_H2	-1.7829270507040722	0.21275995163360462
HG03378	Mende in Sierra Leone	1000G	0	HG03378_H1	-1.7502511279432413	0.19600210523774508
HG03378	Mende in Sierra Leone	1000G	1	HG03378_H2	-1.7912586732887614	0.22939288087567833
HG03380	Mende in Sierra Leone	1000G	0	HG03380_H1	-1.7914176024090784	0.23667358105817635
HG03380	Mende in Sierra Leone	1000G	1	HG03380_H2	-1.780009734041839	0.21367094704659298
HG03382	Mende in Sierra Leone	1000G	0	HG03382_H1	-1.7696214550830256	0.22701005625851017
HG03382	Mende in Sierra Leone	1000G	1	HG03382_H2	-1.7665881497269091	0.21479377146554254
HG03385	Mende in Sierra Leone	1000G	0	HG03385_H1	-1.7739060074942803	0.24804043770888032
HG03385	Mende in Sierra Leone	1000G	1	HG03385_H2	-1.7674052700374887	0.22214844144829277
HG03388	Mende in Sierra Leone	1000G	0	HG03388_H1	-1.7595963027317458	0.21605728658232715
HG03388	Mende in Sierra Leone	1000G	1	HG03388_H2	-1.7802792102296239	0.22632580817219156
HG03391	Mende in Sierra Leone	1000G	0	HG03391_H1	-1.771996827254066	0.22730518863308063
HG03391	Mende in Sierra Leone	1000G	1	HG03391_H2	-1.7692441275930773	0.21598034845524944
HG03394	Mende in Sierra Leone	1000G	0	HG03394_H1	-1.7944225435523598	0.22693078079369156
HG03394	Mende in Sierra Leone	1000G	1	HG03394_H2	-1.7945944693177336	0.21102654562060877
HG03397	Mende in Sierra Leone	1000G	0	HG03397_H1	-1.7664418987790993	0.20038982015909748
HG03397	Mende in Sierra Leone	1000G	1	HG03397_H2	-1.7683611955524556	0.23395332201316607
HG03401	Mende in Sierra Leone	1000G	0	HG03401_H1	-1.7882813441609857	0.22252333604174745
HG03401	Mende in Sierra Leone	1000G	1	HG03401_H2	-1.7728106693509464	0.2030394296252866
HG03410	Mende in Sierra Leone	1000G	0	HG03410_H1	-1.7845546025269345	0.2277857803253318
HG03410	Mende in Sierra Leone	1000G	1	HG03410_H2	-1.7719779749215474	0.2113738286316081
HG03419	Mende in Sierra Leone	1000G	0	HG03419_H1	-1.7799572401075576	0.2275065228587516
HG03419	Mende in Sierra Leone	1000G	1	HG03419_H2	-1.766875904981855	0.20973550684946196
HG03428	Mende in Sierra Leone	1000G	0	HG03428_H1	-1.772667193195266	0.22396953454421656
HG03428	Mende in Sierra Leone	1000G	1	HG03428_H2	-1.7625775801282946	0.2329645450672266
HG03432	Mende in Sierra Leone	1000G	0	HG03432_H1	-1.7762760283403545	0.20661912702644775
HG03432	Mende in Sierra Leone	1000G	1	HG03432_H2	-1.7749308850568812	0.222918109230716
HG03433	Mende in Sierra Leone	1000G	0	HG03433_H1	-1.77966986502078	0.21865364778924615
HG03433	Mende in Sierra Leone	1000G	1	HG03433_H2	-1.7883484400549026	0.22984485183620723
HG03436	Mende in Sierra Leone	1000G	0	HG03436_H1	-1.7741908959330486	0.21251992202390893
HG03436	Mende in Sierra Leone	1000G	1	HG03436_H2	-1.7916324685871563	0.22590514533857828
HG03437	Mende in Sierra Leone	1000G	0	HG03437_H1	-1.7564321580243343	0.2265869990554868
HG03437	Mende in Sierra Leone	1000G	1	HG03437_H2	-1.764656697246773	0.1967542430877905
HG03439	Mende in Sierra Leone	1000G	0	HG03439_H1	-1.7792695379521823	0.23189442185927225
HG03439	Mende in Sierra Leone	1000G	1	HG03439_H2	-1.7784000846366161	0.24207683927883453
HG03442	Mende in Sierra Leone	1000G	0	HG03442_H1	-1.8028958407809053	0.21746990059861107
HG03442	Mende in Sierra Leone	1000G	1	HG03442_H2	-1.7719775021424065	0.2197846170808261
HG03445	Mende in Sierra Leone	1000G	0	HG03445_H1	-1.7583903473191933	0.22567025873324462
HG03445	Mende in Sierra Leone	1000G	1	HG03445_H2	-1.7738271721528136	0.2171963957653739
HG03446	Mende in Sierra Leone	1000G	0	HG03446_H1	-1.7767454724594351	0.21958740193577164
HG03446	Mende in Sierra Leone	1000G	1	HG03446_H2	-1.7728718887342807	0.2337941546555719
HG03449	Mende in Sierra Leone	1000G	0	HG03449_H1	-1.7681114309869608	0.2194115333601715
HG03449	Mende in Sierra Leone	1000G	1	HG03449_H2	-1.800070643735485	0.22875714425063595
HG03455	Mende in Sierra Leone	1000G	0	HG03455_H1	-1.7797541863382276	0.2388626585385005
HG03455	Mende in Sierra Leone	1000G	1	HG03455_H2	-1.7865525773624182	0.22581258424531367
HG03457	Mende in Sierra Leone	1000G	0	HG03457_H1	-1.772280382836003	0.20857816559908784
HG03457	Mende in Sierra Leone	1000G	1	HG03457_H2	-1.7824730771563924	0.214209634800155
HG03458	Mende in Sierra Leone	1000G	0	HG03458_H1	-1.752074354981173	0.22644672664253893
HG03458	Mende in Sierra Leone	1000G	1	HG03458_H2	-1.7818906517697448	0.2304006725344708
HG03460	Mende in Sierra Leone	1000G	0	HG03460_H1	-1.7803074349064174	0.241524512938592
HG03460	Mende in Sierra Leone	1000G	1	HG03460_H2	-1.7820027465488049	0.235048720269288
HG03461	Mende in Sierra Leone	1000G	0	HG03461_H1	-1.7807452374619872	0.23276829043575542
HG03461	Mende in Sierra Leone	1000G	1	HG03461_H2	-1.7750485642087357	0.23290329382793645
HG03464	Mende in Sierra Leone	1000G	0	HG03464_H1	-1.7975234375852613	0.24548659196999367
HG03464	Mende in Sierra Leone	1000G	1	HG03464_H2	-1.785727276892916	0.22038745970653653
HG03472	Mende in Sierra Leone	1000G	0	HG03472_H1	-1.7691037426400738	0.20437871091745372
HG03472	Mende in Sierra Leone	1000G	1	HG03472_H2	-1.7803731013239203	0.21365495827201061
HG03473	Mende in Sierra Leone	1000G	0	HG03473_H1	-1.775590055696961	0.2395017014725342
HG03473	Mende in Sierra Leone	1000G	1	HG03473_H2	-1.7957237365769263	0.2323050210099698
HG03476	Mende in Sierra Leone	1000G	0	HG03476_H1	-1.7726450939715623	0.2181741500988591
HG03476	Mende in Sierra Leone	1000G	1	HG03476_H2	-1.7688809195953983	0.21240421681151922
HG03478	Mende in Sierra Leone	1000G	0	HG03478_H1	-1.7739873263895918	0.2348995124877349
HG03478	Mende in Sierra Leone	1000G	1	HG03478_H2	-1.7846499804467344	0.23079365340286068
HG03479	Mende in Sierra Leone	1000G	0	HG03479_H1	-1.7702637959927916	0.22059955253072508
HG03479	Mende in Sierra Leone	1000G	1	HG03479_H2	-1.7714240673607429	0.22488847579157023
HG03488	Punjabi in Lahore, Pakistan	1000G	0	HG03488_H1	0.4764089223710403	-0.6847828044697245
HG03488	Punjabi in Lahore, Pakistan	1000G	1	HG03488_H2	0.4584853301274076	-0.6938679475569463
HG03490	Punjabi in Lahore, Pakistan	1000G	0	HG03490_H1	0.4659416641168633	-0.7664490472021872
HG03490	Punjabi in Lahore, Pakistan	1000G	1	HG03490_H2	0.45679547610977816	-0.7302158733978809
HG03499	Esan in Nigeria	1000G	0	HG03499_H1	-1.7902181405221185	0.21759820037703195
HG03499	Esan in Nigeria	1000G	1	HG03499_H2	-1.7860126214109324	0.21879255087453423
HG03517	Esan in Nigeria	1000G	0	HG03517_H1	-1.7899119364891904	0.2316075856252996
HG03517	Esan in Nigeria	1000G	1	HG03517_H2	-1.7788503741693684	0.2193372732184455
HG03518	Esan in Nigeria	1000G	0	HG03518_H1	-1.7595505738169595	0.238635386735543
HG03518	Esan in Nigeria	1000G	1	HG03518_H2	-1.7797891884734809	0.24912063027057077
HG03520	Esan in Nigeria	1000G	0	HG03520_H1	-1.7854473234817672	0.23727406934884074
HG03520	Esan in Nigeria	1000G	1	HG03520_H2	-1.7967793210288636	0.2338810325974563
HG03548	Mende in Sierra Leone	1000G	0	HG03548_H1	-1.794100421744337	0.2090351656595742
HG03548	Mende in Sierra Leone	1000G	1	HG03548_H2	-1.7842816160488184	0.22458657867659473
HG03556	Mende in Sierra Leone	1000G	0	HG03556_H1	-1.7688970634670804	0.241900847569763
HG03556	Mende in Sierra Leone	1000G	1	HG03556_H2	-1.7700971816831719	0.21149645160281674
HG03557	Mende in Sierra Leone	1000G	0	HG03557_H1	-1.779345599442008	0.2338056350198122
HG03557	Mende in Sierra Leone	1000G	1	HG03557_H2	-1.768090567994777	0.24439804572413146
HG03558	Mende in Sierra Leone	1000G	0	HG03558_H1	-1.77778004581874	0.2296694047375852
HG03558	Mende in Sierra Leone	1000G	1	HG03558_H2	-1.7826333052020054	0.22056234452249257
HG03559	Mende in Sierra Leone	1000G	0	HG03559_H1	-1.7683807387159127	0.20357851316397813
HG03559	Mende in Sierra Leone	1000G	1	HG03559_H2	-1.7830007001050614	0.19838122762202823
HG03563	Mende in Sierra Leone	1000G	0	HG03563_H1	-1.7664931450507424	0.23380563507794147
HG03563	Mende in Sierra Leone	1000G	1	HG03563_H2	-1.7833277954076898	0.22599883231743353
HG03565	Mende in Sierra Leone	1000G	0	HG03565_H1	-1.757691960321366	0.2245931312278265
HG03565	Mende in Sierra Leone	1000G	1	HG03565_H2	-1.7643503308896813	0.24612785675041915
HG03567	Mende in Sierra Leone	1000G	0	HG03567_H1	-1.7806126471328088	0.22153321629232894
HG03567	Mende in Sierra Leone	1000G	1	HG03567_H2	-1.7888942286188392	0.23230258331292938
HG03571	Mende in Sierra Leone	1000G	0	HG03571_H1	-1.7628709507881621	0.2034788525554072
HG03571	Mende in Sierra Leone	1000G	1	HG03571_H2	-1.7741792791691284	0.23634541650366966
HG03572	Mende in Sierra Leone	1000G	0	HG03572_H1	-1.769093907653265	0.22965387202723966
HG03572	Mende in Sierra Leone	1000G	1	HG03572_H2	-1.784720663734645	0.23060811727097705
HG03575	Mende in Sierra Leone	1000G	0	HG03575_H1	-1.7547613423916542	0.22324133220936135
HG03575	Mende in Sierra Leone	1000G	1	HG03575_H2	-1.7891923001644932	0.2392068615851437
HG03585	Bengali in Bangladesh	1000G	0	HG03585_H1	0.5122222377402489	-0.3070493518168432
HG03585	Bengali in Bangladesh	1000G	1	HG03585_H2	0.48871091319933896	-0.2675127637250014
HG03589	Bengali in Bangladesh	1000G	0	HG03589_H1	0.5011129055544445	-0.3406168134129591
HG03589	Bengali in Bangladesh	1000G	1	HG03589_H2	0.49978564099723977	-0.2982752248989463
HG03593	Bengali in Bangladesh	1000G	0	HG03593_H1	0.49575294624678046	-0.33492075384539166
HG03593	Bengali in Bangladesh	1000G	1	HG03593_H2	0.5099442106942078	-0.28076180769459685
HG03595	Bengali in Bangladesh	1000G	0	HG03595_H1	0.5269277630309578	-0.24765684900421964
HG03595	Bengali in Bangladesh	1000G	1	HG03595_H2	0.4978207435358077	-0.3523111735988769
HG03598	Bengali in Bangladesh	1000G	0	HG03598_H1	0.502115788041292	-0.3213831045492222
HG03598	Bengali in Bangladesh	1000G	1	HG03598_H2	0.5091911722675782	-0.2746275248863829
HG03600	Bengali in Bangladesh	1000G	0	HG03600_H1	0.47580633992420285	-0.39832711657031056
HG03600	Bengali in Bangladesh	1000G	1	HG03600_H2	0.4861774148081582	-0.356085413496956
HG03603	Bengali in Bangladesh	1000G	0	HG03603_H1	0.5188364170627332	-0.24412188187925737
HG03603	Bengali in Bangladesh	1000G	1	HG03603_H2	0.5075734374864126	-0.2746351498499867
HG03604	Bengali in Bangladesh	1000G	0	HG03604_H1	0.5128324194482936	-0.3012458841959583
HG03604	Bengali in Bangladesh	1000G	1	HG03604_H2	0.5098957039225702	-0.30322870479002334
HG03607	Bengali in Bangladesh	1000G	0	HG03607_H1	0.5208576567922591	-0.31812989969058
HG03607	Bengali in Bangladesh	1000G	1	HG03607_H2	0.5184990206960906	-0.23760648463461456
HG03611	Bengali in Bangladesh	1000G	0	HG03611_H1	0.5173927235249292	-0.25657111532639626
HG03611	Bengali in Bangladesh	1000G	1	HG03611_H2	0.5028847407012943	-0.31428782023363205
HG03615	Bengali in Bangladesh	1000G	0	HG03615_H1	0.5044001607797519	-0.3577723844091771
HG03615	Bengali in Bangladesh	1000G	1	HG03615_H2	0.49897450736395715	-0.24898756291368448
HG03616	Bengali in Bangladesh	1000G	0	HG03616_H1	0.49516774611975617	-0.2567619846233333
HG03616	Bengali in Bangladesh	1000G	1	HG03616_H2	0.4954353896506197	-0.3525004224971773
HG03619	Punjabi in Lahore, Pakistan	1000G	0	HG03619_H1	0.4689723428387441	-0.7954602193220085
HG03619	Punjabi in Lahore, Pakistan	1000G	1	HG03619_H2	0.4355357855369512	-0.8727023065111572
HG03624	Punjabi in Lahore, Pakistan	1000G	0	HG03624_H1	0.4748674707507087	-0.7970930662127116
HG03624	Punjabi in Lahore, Pakistan	1000G	1	HG03624_H2	0.4576644031720784	-0.8557737053291221
HG03625	Punjabi in Lahore, Pakistan	1000G	0	HG03625_H1	0.44608710653879413	-0.8356471238952842
HG03625	Punjabi in Lahore, Pakistan	1000G	1	HG03625_H2	0.46702051580665954	-0.847277656066122
HG03629	Punjabi in Lahore, Pakistan	1000G	0	HG03629_H1	0.4455154833400641	-0.7322454124194595
HG03629	Punjabi in Lahore, Pakistan	1000G	1	HG03629_H2	0.447756729150843	-0.7185211132879692
HG03631	Punjabi in Lahore, Pakistan	1000G	0	HG03631_H1	0.46264408732404	-0.6924790732244814
HG03631	Punjabi in Lahore, Pakistan	1000G	1	HG03631_H2	0.4665285874926692	-0.6726301783807535
HG03634	Punjabi in Lahore, Pakistan	1000G	0	HG03634_H1	0.45599091333589065	-0.7760104785673694
HG03634	Punjabi in Lahore, Pakistan	1000G	1	HG03634_H2	0.4460283253226304	-0.7568133201531736
HG03636	Punjabi in Lahore, Pakistan	1000G	0	HG03636_H1	0.4814081297691512	-0.6596840685605966
HG03636	Punjabi in Lahore, Pakistan	1000G	1	HG03636_H2	0.4667248516941888	-0.6765285944216891
HG03640	Punjabi in Lahore, Pakistan	1000G	0	HG03640_H1	0.48713872867100155	-0.47033813316178147
HG03640	Punjabi in Lahore, Pakistan	1000G	1	HG03640_H2	0.46824998733501416	-0.4568098019616851
HG03643	Sri Lankan Tamil in the UK	1000G	0	HG03643_H1	0.4508730198661219	-0.43819998435232627
HG03643	Sri Lankan Tamil in the UK	1000G	1	HG03643_H2	0.4798730530317397	-0.4774814294273227
HG03644	Sri Lankan Tamil in the UK	1000G	0	HG03644_H1	0.46154104107568283	-0.4360674415216752
HG03644	Sri Lankan Tamil in the UK	1000G	1	HG03644_H2	0.4478129931903348	-0.46175115095471075
HG03645	Sri Lankan Tamil in the UK	1000G	0	HG03645_H1	0.4770191702310457	-0.4309167007661277
HG03645	Sri Lankan Tamil in the UK	1000G	1	HG03645_H2	0.45905458489527334	-0.43167740909510033
HG03646	Sri Lankan Tamil in the UK	1000G	0	HG03646_H1	0.4566981384067867	-0.4372765772280652
HG03646	Sri Lankan Tamil in the UK	1000G	1	HG03646_H2	0.48017514517468857	-0.45058804304748806
HG03649	Punjabi in Lahore, Pakistan	1000G	0	HG03649_H1	0.45110483735319823	-0.6080108989923422
HG03649	Punjabi in Lahore, Pakistan	1000G	1	HG03649_H2	0.4724440791922744	-0.6400535865445491
HG03660	Punjabi in Lahore, Pakistan	1000G	0	HG03660_H1	0.4901748295412561	-0.5201264304398474
HG03660	Punjabi in Lahore, Pakistan	1000G	1	HG03660_H2	0.4976979056364822	-0.4819716178855859
HG03663	Punjabi in Lahore, Pakistan	1000G	0	HG03663_H1	0.4927914142682581	-0.47052924917003786
HG03663	Punjabi in Lahore, Pakistan	1000G	1	HG03663_H2	0.4960753970396368	-0.45199534828352467
HG03672	Sri Lankan Tamil in the UK	1000G	0	HG03672_H1	0.4608902993110674	-0.48936573166296754
HG03672	Sri Lankan Tamil in the UK	1000G	1	HG03672_H2	0.4802688301643875	-0.5382083378542385
HG03673	Sri Lankan Tamil in the UK	1000G	0	HG03673_H1	0.48701105023038327	-0.43758968415165594
HG03673	Sri Lankan Tamil in the UK	1000G	1	HG03673_H2	0.4372795214238189	-0.48789872577811766
HG03680	Sri Lankan Tamil in the UK	1000G	0	HG03680_H1	0.4682158266878195	-0.4510690663102881
HG03680	Sri Lankan Tamil in the UK	1000G	1	HG03680_H2	0.4878066554781279	-0.49100337324729204
HG03681	Sri Lankan Tamil in the UK	1000G	0	HG03681_H1	0.48124889874099225	-0.45217511030073604
HG03681	Sri Lankan Tamil in the UK	1000G	1	HG03681_H2	0.456701410310488	-0.49676101867800754
HG03684	Sri Lankan Tamil in the UK	1000G	0	HG03684_H1	0.4691868445899315	-0.31996825643568255
HG03684	Sri Lankan Tamil in the UK	1000G	1	HG03684_H2	0.4697504127472755	-0.33484972165192134
HG03686	Sri Lankan Tamil in the UK	1000G	0	HG03686_H1	0.4775828411839389	-0.3741346664305972
HG03686	Sri Lankan Tamil in the UK	1000G	1	HG03686_H2	0.4748971897903134	-0.38880302100176145
HG03687	Sri Lankan Tamil in the UK	1000G	0	HG03687_H1	0.4575296301844723	-0.47750351118239126
HG03687	Sri Lankan Tamil in the UK	1000G	1	HG03687_H2	0.45486687996820435	-0.4477244929063843
HG03689	Sri Lankan Tamil in the UK	1000G	0	HG03689_H1	0.48081624283075447	-0.44301664053371176
HG03689	Sri Lankan Tamil in the UK	1000G	1	HG03689_H2	0.49316124867814254	-0.4800755555810521
HG03690	Sri Lankan Tamil in the UK	1000G	0	HG03690_H1	0.46158701922860745	-0.46737943874533383
HG03690	Sri Lankan Tamil in the UK	1000G	1	HG03690_H2	0.47474164781612693	-0.45818649044784043
HG03691	Sri Lankan Tamil in the UK	1000G	0	HG03691_H1	0.4705241356047257	-0.42530291433986167
HG03691	Sri Lankan Tamil in the UK	1000G	1	HG03691_H2	0.4583380307167307	-0.3752825498920037
HG03692	Sri Lankan Tamil in the UK	1000G	0	HG03692_H1	0.45860561883369594	-0.4463515568744449
HG03692	Sri Lankan Tamil in the UK	1000G	1	HG03692_H2	0.4886116253195686	-0.3832023223416981
HG03693	Sri Lankan Tamil in the UK	1000G	0	HG03693_H1	0.4780622201300246	-0.4329481670337388
HG03693	Sri Lankan Tamil in the UK	1000G	1	HG03693_H2	0.48065020246247586	-0.3986632982599585
HG03694	Sri Lankan Tamil in the UK	1000G	0	HG03694_H1	0.4916872917519945	-0.4700270759175045
HG03694	Sri Lankan Tamil in the UK	1000G	1	HG03694_H2	0.46617655501800603	-0.47344447100482595
HG03695	Sri Lankan Tamil in the UK	1000G	0	HG03695_H1	0.45707365549851864	-0.45064538547464483
HG03695	Sri Lankan Tamil in the UK	1000G	1	HG03695_H2	0.47443334738874315	-0.45086239247403287
HG03696	Sri Lankan Tamil in the UK	1000G	0	HG03696_H1	0.4697895781886786	-0.49900959426498465
HG03696	Sri Lankan Tamil in the UK	1000G	1	HG03696_H2	0.46775778728764883	-0.4611531701203768
HG03697	Sri Lankan Tamil in the UK	1000G	0	HG03697_H1	0.4686168793428288	-0.4889767674090978
HG03697	Sri Lankan Tamil in the UK	1000G	1	HG03697_H2	0.4685867518490788	-0.4495511794684376
HG03698	Sri Lankan Tamil in the UK	1000G	0	HG03698_H1	0.4606877002617762	-0.48593988683268646
HG03698	Sri Lankan Tamil in the UK	1000G	1	HG03698_H2	0.47746198355951064	-0.4541726231923135
HG03705	Punjabi in Lahore, Pakistan	1000G	0	HG03705_H1	0.49295319912930463	-0.4953770502072878
HG03705	Punjabi in Lahore, Pakistan	1000G	1	HG03705_H2	0.4827422721646083	-0.5038044562096128
HG03706	Punjabi in Lahore, Pakistan	1000G	0	HG03706_H1	0.4808539950691762	-0.48051432326168275
HG03706	Punjabi in Lahore, Pakistan	1000G	1	HG03706_H2	0.46545239650772363	-0.5968732541575342
HG03711	Sri Lankan Tamil in the UK	1000G	0	HG03711_H1	0.4586624465033673	-0.5075758417406897
HG03711	Sri Lankan Tamil in the UK	1000G	1	HG03711_H2	0.4734980656851891	-0.5115000006695135
HG03713	Indian Telugu in the UK	1000G	0	HG03713_H1	0.4541993315674494	-0.6549693172803538
HG03713	Indian Telugu in the UK	1000G	1	HG03713_H2	0.4603621784085484	-0.568618031002731
HG03714	Indian Telugu in the UK	1000G	0	HG03714_H1	0.4623147989616134	-0.6233163279495069
HG03714	Indian Telugu in the UK	1000G	1	HG03714_H2	0.46898789134202845	-0.6143919534220287
HG03716	Indian Telugu in the UK	1000G	0	HG03716_H1	0.46563677727806474	-0.6548843781018013
HG03716	Indian Telugu in the UK	1000G	1	HG03716_H2	0.47357087476534987	-0.6581285637798866
HG03717	Indian Telugu in the UK	1000G	0	HG03717_H1	0.4675162045790929	-0.4538932275260354
HG03717	Indian Telugu in the UK	1000G	1	HG03717_H2	0.487424334343532	-0.46210134533828023
HG03718	Indian Telugu in the UK	1000G	0	HG03718_H1	0.4909330983135913	-0.43417918018915713
HG03718	Indian Telugu in the UK	1000G	1	HG03718_H2	0.47035815061678826	-0.4357212007263777
HG03720	Indian Telugu in the UK	1000G	0	HG03720_H1	0.4748708159675322	-0.42888358874752686
HG03720	Indian Telugu in the UK	1000G	1	HG03720_H2	0.47596243416047074	-0.43112630820827175
HG03722	Indian Telugu in the UK	1000G	0	HG03722_H1	0.48301702481173775	-0.4363780233696782
HG03722	Indian Telugu in the UK	1000G	1	HG03722_H2	0.4639418656159868	-0.4228717564525807
HG03727	Indian Telugu in the UK	1000G	0	HG03727_H1	0.46517608209233896	-0.5062570401085875
HG03727	Indian Telugu in the UK	1000G	1	HG03727_H2	0.46691879046447443	-0.5298812377050716
HG03729	Indian Telugu in the UK	1000G	0	HG03729_H1	0.449361150868734	-0.4685239069117333
HG03729	Indian Telugu in the UK	1000G	1	HG03729_H2	0.4918150484768041	-0.5699487658714016
HG03730	Indian Telugu in the UK	1000G	0	HG03730_H1	0.47605484983832574	-0.3072339986227563
HG03730	Indian Telugu in the UK	1000G	1	HG03730_H2	0.48259906647478507	-0.33389798067237236
HG03731	Indian Telugu in the UK	1000G	0	HG03731_H1	0.4688587551248281	-0.5336640546945502
HG03731	Indian Telugu in the UK	1000G	1	HG03731_H2	0.47219643285158275	-0.5540414995822983
HG03733	Sri Lankan Tamil in the UK	1000G	0	HG03733_H1	0.47424983389037256	-0.42625827241046066
HG03733	Sri Lankan Tamil in the UK	1000G	1	HG03733_H2	0.46707340236607287	-0.5134566817255709
HG03736	Sri Lankan Tamil in the UK	1000G	0	HG03736_H1	0.47515263361291676	-0.4553739633362449
HG03736	Sri Lankan Tamil in the UK	1000G	1	HG03736_H2	0.4734851207239594	-0.449758727745316
HG03738	Sri Lankan Tamil in the UK	1000G	0	HG03738_H1	0.4739200722844777	-0.4707997070269207
HG03738	Sri Lankan Tamil in the UK	1000G	1	HG03738_H2	0.45826131448348095	-0.5518323819498305
HG03740	Sri Lankan Tamil in the UK	1000G	0	HG03740_H1	0.474849378312426	-0.41983055326791247
HG03740	Sri Lankan Tamil in the UK	1000G	1	HG03740_H2	0.4722214188544867	-0.46065426581260277
HG03741	Sri Lankan Tamil in the UK	1000G	0	HG03741_H1	0.473735528867434	-0.3870549648686512
HG03741	Sri Lankan Tamil in the UK	1000G	1	HG03741_H2	0.4861529388748426	-0.4499312777757732
HG03743	Sri Lankan Tamil in the UK	1000G	0	HG03743_H1	0.47421419948350435	-0.2780312548063243
HG03743	Sri Lankan Tamil in the UK	1000G	1	HG03743_H2	0.4826488816573098	-0.2828910944657971
HG03744	Sri Lankan Tamil in the UK	1000G	0	HG03744_H1	0.46928656817560876	-0.44176818286583536
HG03744	Sri Lankan Tamil in the UK	1000G	1	HG03744_H2	0.48195580824189255	-0.4009944495731593
HG03745	Sri Lankan Tamil in the UK	1000G	0	HG03745_H1	0.47054184225435786	-0.46360504311551776
HG03745	Sri Lankan Tamil in the UK	1000G	1	HG03745_H2	0.47432617818301803	-0.4780355512167639
HG03746	Sri Lankan Tamil in the UK	1000G	0	HG03746_H1	0.4776316886858433	-0.634695076786636
HG03746	Sri Lankan Tamil in the UK	1000G	1	HG03746_H2	0.47141797357698095	-0.6264396803759846
HG03750	Sri Lankan Tamil in the UK	1000G	0	HG03750_H1	0.46477588645424633	-0.47115208261417624
HG03750	Sri Lankan Tamil in the UK	1000G	1	HG03750_H2	0.4546675072905517	-0.4448016639782325
HG03752	Sri Lankan Tamil in the UK	1000G	0	HG03752_H1	0.45493336170554144	-0.5116185950782857
HG03752	Sri Lankan Tamil in the UK	1000G	1	HG03752_H2	0.463609363867282	-0.4949326437001127
HG03755	Sri Lankan Tamil in the UK	1000G	0	HG03755_H1	0.4638539645640995	-0.44121978229845343
HG03755	Sri Lankan Tamil in the UK	1000G	1	HG03755_H2	0.4672962447774549	-0.4782762633049288
HG03756	Sri Lankan Tamil in the UK	1000G	0	HG03756_H1	0.47555509548075764	-0.4887384044501996
HG03756	Sri Lankan Tamil in the UK	1000G	1	HG03756_H2	0.4588682971274199	-0.4672599260691332
HG03757	Sri Lankan Tamil in the UK	1000G	0	HG03757_H1	0.48767221402775407	-0.3298687915179434
HG03757	Sri Lankan Tamil in the UK	1000G	1	HG03757_H2	0.4727944329855264	-0.3286011515898349
HG03760	Sri Lankan Tamil in the UK	1000G	0	HG03760_H1	0.46563692814026303	-0.4385280076148315
HG03760	Sri Lankan Tamil in the UK	1000G	1	HG03760_H2	0.47331820228188914	-0.4757315481985417
HG03762	Punjabi in Lahore, Pakistan	1000G	0	HG03762_H1	0.45305046482551725	-0.46456283353114786
HG03762	Punjabi in Lahore, Pakistan	1000G	1	HG03762_H2	0.4568759610081524	-0.5068318537334737
HG03765	Punjabi in Lahore, Pakistan	1000G	0	HG03765_H1	0.46588847070116934	-0.6823471749716962
HG03765	Punjabi in Lahore, Pakistan	1000G	1	HG03765_H2	0.4727738374810766	-0.6954626551491856
HG03767	Punjabi in Lahore, Pakistan	1000G	0	HG03767_H1	0.4700782438040195	-0.8781034758437694
HG03767	Punjabi in Lahore, Pakistan	1000G	1	HG03767_H2	0.45450400320576706	-0.8677342856159749
HG03770	Indian Telugu in the UK	1000G	0	HG03770_H1	0.4837446919916661	-0.33858685309102704
