Sample	Population_descriptor	Source	Haplotype	Sample_hap	x1	x2
NA19223	Yoruba in Ibadan, Nigeria	1000G	1	NA19223_H2	-1.783165282329614	0.2576546983181788
NA19235	Yoruba in Ibadan, Nigeria	1000G	0	NA19235_H1	-1.7730184332883012	0.2171211548841453
NA19235	Yoruba in Ibadan, Nigeria	1000G	1	NA19235_H2	-1.7975409197581123	0.22053321038487841
NA19236	Yoruba in Ibadan, Nigeria	1000G	0	NA19236_H1	-1.7960922305350044	0.2147741445641345
NA19236	Yoruba in Ibadan, Nigeria	1000G	1	NA19236_H2	-1.7720464394476332	0.23195736579593088
NA19247	Yoruba in Ibadan, Nigeria	1000G	0	NA19247_H1	-1.7591560520126064	0.20719660374807106
NA19247	Yoruba in Ibadan, Nigeria	1000G	1	NA19247_H2	-1.7621789750398544	0.22754986922936635
NA19248	Yoruba in Ibadan, Nigeria	1000G	0	NA19248_H1	-1.7653208055061056	0.21083515104557965
NA19248	Yoruba in Ibadan, Nigeria	1000G	1	NA19248_H2	-1.8010484991873001	0.21267732452297253
NA19256	Yoruba in Ibadan, Nigeria	1000G	0	NA19256_H1	-1.751643704573939	0.24535423159742392
NA19256	Yoruba in Ibadan, Nigeria	1000G	1	NA19256_H2	-1.7816228419282316	0.23228724773825787
NA19257	Yoruba in Ibadan, Nigeria	1000G	0	NA19257_H1	-1.7962828643395932	0.24265281430655178
NA19257	Yoruba in Ibadan, Nigeria	1000G	1	NA19257_H2	-1.7589823764229535	0.2162288814549015
NA19309	Luhya in Webuye, Kenya	1000G	0	NA19309_H1	-1.6304723496766795	0.13704149535227222
NA19309	Luhya in Webuye, Kenya	1000G	1	NA19309_H2	-1.6378156186414228	0.16955617738939052
NA19312	Luhya in Webuye, Kenya	1000G	0	NA19312_H1	-1.652009078455369	0.17663016127484624
NA19312	Luhya in Webuye, Kenya	1000G	1	NA19312_H2	-1.637912054465846	0.1494937180834103
NA19315	Luhya in Webuye, Kenya	1000G	0	NA19315_H1	-1.5901901815262576	0.1490350572635123
NA19315	Luhya in Webuye, Kenya	1000G	1	NA19315_H2	-1.5987739646697805	0.12352168556157393
NA19318	Luhya in Webuye, Kenya	1000G	0	NA19318_H1	-1.640834504256411	0.1676181328785955
NA19318	Luhya in Webuye, Kenya	1000G	1	NA19318_H2	-1.6563847519513424	0.16591802005325682
NA19320	Luhya in Webuye, Kenya	1000G	0	NA19320_H1	-1.6491312467111734	0.15831813538739528
NA19320	Luhya in Webuye, Kenya	1000G	1	NA19320_H2	-1.6174481872726054	0.1658301770107562
NA19321	Luhya in Webuye, Kenya	1000G	0	NA19321_H1	-1.6290240690010138	0.1725776735869682
NA19321	Luhya in Webuye, Kenya	1000G	1	NA19321_H2	-1.6258400830174236	0.178650606862749
NA19323	Luhya in Webuye, Kenya	1000G	0	NA19323_H1	-1.5926442788249138	0.13803346843934708
NA19323	Luhya in Webuye, Kenya	1000G	1	NA19323_H2	-1.5807227092574703	0.12665169734505544
NA19327	Luhya in Webuye, Kenya	1000G	0	NA19327_H1	-1.5730591780223793	0.1300614496047034
NA19327	Luhya in Webuye, Kenya	1000G	1	NA19327_H2	-1.5689405965393315	0.11366556527159553
NA19331	Luhya in Webuye, Kenya	1000G	0	NA19331_H1	-1.632346205403625	0.14021578527776393
NA19331	Luhya in Webuye, Kenya	1000G	1	NA19331_H2	-1.616306275785811	0.16708762945862268
NA19346	Luhya in Webuye, Kenya	1000G	0	NA19346_H1	-1.6322121692710407	0.19465216463201196
NA19346	Luhya in Webuye, Kenya	1000G	1	NA19346_H2	-1.648034444581081	0.16252388112382551
NA19347	Luhya in Webuye, Kenya	1000G	0	NA19347_H1	-1.6289502365583386	0.16911233022224972
NA19347	Luhya in Webuye, Kenya	1000G	1	NA19347_H2	-1.6196590754061702	0.15264836885019067
NA19350	Luhya in Webuye, Kenya	1000G	0	NA19350_H1	-1.6087676917406524	0.16265426193362523
NA19350	Luhya in Webuye, Kenya	1000G	1	NA19350_H2	-1.6392063854844308	0.16632490560742272
NA19351	Luhya in Webuye, Kenya	1000G	0	NA19351_H1	-1.644546848592451	0.1650710739236253
NA19351	Luhya in Webuye, Kenya	1000G	1	NA19351_H2	-1.6486322013082066	0.19274048917467135
NA19355	Luhya in Webuye, Kenya	1000G	0	NA19355_H1	-1.6243450556134145	0.15259948935274234
NA19355	Luhya in Webuye, Kenya	1000G	1	NA19355_H2	-1.6176628934486155	0.16001620816922088
NA19360	Luhya in Webuye, Kenya	1000G	0	NA19360_H1	-1.6320933658713592	0.17441873399738486
NA19360	Luhya in Webuye, Kenya	1000G	1	NA19360_H2	-1.6340483490768063	0.15534235549953013
NA19372	Luhya in Webuye, Kenya	1000G	0	NA19372_H1	-1.6695637361532687	0.1786813209350875
NA19372	Luhya in Webuye, Kenya	1000G	1	NA19372_H2	-1.6439804261483935	0.15921826684819715
NA19375	Luhya in Webuye, Kenya	1000G	0	NA19375_H1	-1.6330569183189991	0.15070549411828282
NA19375	Luhya in Webuye, Kenya	1000G	1	NA19375_H2	-1.6120661415368618	0.14504010001170156
NA19377	Luhya in Webuye, Kenya	1000G	0	NA19377_H1	-1.6526707425562635	0.15430849846845682
NA19377	Luhya in Webuye, Kenya	1000G	1	NA19377_H2	-1.6366344680844949	0.15419735450867586
NA19378	Luhya in Webuye, Kenya	1000G	0	NA19378_H1	-1.6225235423769422	0.16519726402421034
NA19378	Luhya in Webuye, Kenya	1000G	1	NA19378_H2	-1.635800554619643	0.1588178238861768
NA19379	Luhya in Webuye, Kenya	1000G	0	NA19379_H1	-1.639058674231855	0.1409974851994231
NA19379	Luhya in Webuye, Kenya	1000G	1	NA19379_H2	-1.6566817676227934	0.16078193750863604
NA19380	Luhya in Webuye, Kenya	1000G	0	NA19380_H1	-1.5927395117545617	0.16031559835903947
NA19380	Luhya in Webuye, Kenya	1000G	1	NA19380_H2	-1.5902741870515305	0.16440899561349015
NA19384	Luhya in Webuye, Kenya	1000G	0	NA19384_H1	-1.6957082403249024	0.17338187746854034
NA19384	Luhya in Webuye, Kenya	1000G	1	NA19384_H2	-1.6917017273656096	0.18371203345808704
NA19385	Luhya in Webuye, Kenya	1000G	0	NA19385_H1	-1.6013236863753797	0.1537361313570107
NA19385	Luhya in Webuye, Kenya	1000G	1	NA19385_H2	-1.6158596636117604	0.14914447870056022
NA19393	Luhya in Webuye, Kenya	1000G	0	NA19393_H1	-1.617774408711517	0.14569727048480038
NA19393	Luhya in Webuye, Kenya	1000G	1	NA19393_H2	-1.6428303516754394	0.17325899715777368
NA19394	Luhya in Webuye, Kenya	1000G	0	NA19394_H1	-1.6342726157640597	0.16330994628207934
NA19394	Luhya in Webuye, Kenya	1000G	1	NA19394_H2	-1.6342649268744	0.1448333410435697
NA19397	Luhya in Webuye, Kenya	1000G	0	NA19397_H1	-1.6566434314348355	0.18247857149546465
NA19397	Luhya in Webuye, Kenya	1000G	1	NA19397_H2	-1.6586958966195258	0.17233794628282026
NA19399	Luhya in Webuye, Kenya	1000G	0	NA19399_H1	-1.6803673248755737	0.16667481992046
NA19399	Luhya in Webuye, Kenya	1000G	1	NA19399_H2	-1.6826608666014515	0.1829010987242404
NA19401	Luhya in Webuye, Kenya	1000G	0	NA19401_H1	-1.5826420243027977	0.14683194078238285
NA19401	Luhya in Webuye, Kenya	1000G	1	NA19401_H2	-1.6178828438784618	0.17247797030991066
NA19403	Luhya in Webuye, Kenya	1000G	0	NA19403_H1	-1.5733389481862328	0.12656875970054537
NA19403	Luhya in Webuye, Kenya	1000G	1	NA19403_H2	-1.6014798920631246	0.12538250636461845
NA19404	Luhya in Webuye, Kenya	1000G	0	NA19404_H1	-1.6276396958773913	0.1782933432032313
NA19404	Luhya in Webuye, Kenya	1000G	1	NA19404_H2	-1.6501112466574646	0.1660791904743953
NA19428	Luhya in Webuye, Kenya	1000G	0	NA19428_H1	-1.6303818270395125	0.12071074083654441
NA19428	Luhya in Webuye, Kenya	1000G	1	NA19428_H2	-1.6459535491900597	0.18792273489343508
NA19429	Luhya in Webuye, Kenya	1000G	0	NA19429_H1	-1.614536656085018	0.17697087770937872
NA19429	Luhya in Webuye, Kenya	1000G	1	NA19429_H2	-1.6479129576363019	0.17827422915692012
NA19431	Luhya in Webuye, Kenya	1000G	0	NA19431_H1	-1.6711588292738033	0.17369738426059075
NA19431	Luhya in Webuye, Kenya	1000G	1	NA19431_H2	-1.651252010681666	0.17605290013839853
NA19434	Luhya in Webuye, Kenya	1000G	0	NA19434_H1	-1.6368253574281724	0.16708855720491342
NA19434	Luhya in Webuye, Kenya	1000G	1	NA19434_H2	-1.609948918567165	0.15806511733648881
NA19435	Luhya in Webuye, Kenya	1000G	0	NA19435_H1	-1.6178808201690786	0.14584830740286941
NA19435	Luhya in Webuye, Kenya	1000G	1	NA19435_H2	-1.5852896181229075	0.15055826888485943
NA19436	Luhya in Webuye, Kenya	1000G	0	NA19436_H1	-1.627695759316441	0.17384646549675317
NA19436	Luhya in Webuye, Kenya	1000G	1	NA19436_H2	-1.6410937306374769	0.1684805690256444
NA19437	Luhya in Webuye, Kenya	1000G	0	NA19437_H1	-1.5811225661826704	0.16844345757251938
NA19437	Luhya in Webuye, Kenya	1000G	1	NA19437_H2	-1.5630098113363007	0.10434406184261809
NA19438	Luhya in Webuye, Kenya	1000G	0	NA19438_H1	-1.6562706790150252	0.16611445941061176
NA19438	Luhya in Webuye, Kenya	1000G	1	NA19438_H2	-1.658126783190366	0.1914079459711505
NA19439	Luhya in Webuye, Kenya	1000G	0	NA19439_H1	-1.6362421874017752	0.1798882363092207
NA19439	Luhya in Webuye, Kenya	1000G	1	NA19439_H2	-1.6403967120811664	0.1571755017203321
NA19440	Luhya in Webuye, Kenya	1000G	0	NA19440_H1	-1.648148208063467	0.1630551863965603
NA19440	Luhya in Webuye, Kenya	1000G	1	NA19440_H2	-1.6087745173465293	0.14828202725983614
NA19445	Luhya in Webuye, Kenya	1000G	0	NA19445_H1	-1.65510534678908	0.197435741031274
NA19445	Luhya in Webuye, Kenya	1000G	1	NA19445_H2	-1.6139379247501802	0.13419155673911082
NA19446	Luhya in Webuye, Kenya	1000G	0	NA19446_H1	-1.6585014083045388	0.14473256610624907
NA19446	Luhya in Webuye, Kenya	1000G	1	NA19446_H2	-1.636903137555306	0.1465550565278341
NA19451	Luhya in Webuye, Kenya	1000G	0	NA19451_H1	-1.6468963142969824	0.172207577718787
NA19451	Luhya in Webuye, Kenya	1000G	1	NA19451_H2	-1.6525012774849166	0.15106875028198413
NA19454	Luhya in Webuye, Kenya	1000G	0	NA19454_H1	-1.631582381455631	0.1616450240822062
NA19454	Luhya in Webuye, Kenya	1000G	1	NA19454_H2	-1.640816778946171	0.15496558046679942
NA19455	Luhya in Webuye, Kenya	1000G	0	NA19455_H1	-1.602292850900427	0.16355297110168257
NA19455	Luhya in Webuye, Kenya	1000G	1	NA19455_H2	-1.6461912279994992	0.16759366967935482
NA19456	Luhya in Webuye, Kenya	1000G	0	NA19456_H1	-1.6341552666911836	0.1813293480619276
NA19456	Luhya in Webuye, Kenya	1000G	1	NA19456_H2	-1.64057271895947	0.16802610456871978
NA19457	Luhya in Webuye, Kenya	1000G	0	NA19457_H1	-1.6333427404122567	0.16494731418867728
NA19457	Luhya in Webuye, Kenya	1000G	1	NA19457_H2	-1.6362472181123937	0.16024510092851396
NA19461	Luhya in Webuye, Kenya	1000G	0	NA19461_H1	-1.6509239577285861	0.14235188555978492
NA19461	Luhya in Webuye, Kenya	1000G	1	NA19461_H2	-1.6133939899654643	0.1563172787690397
NA19462	Luhya in Webuye, Kenya	1000G	0	NA19462_H1	-1.6919000327559892	0.18115283969389415
NA19462	Luhya in Webuye, Kenya	1000G	1	NA19462_H2	-1.6598864911472555	0.18915655736474085
NA19463	Luhya in Webuye, Kenya	1000G	0	NA19463_H1	-1.6088111376686451	0.13685234191801815
NA19463	Luhya in Webuye, Kenya	1000G	1	NA19463_H2	-1.5979440146752888	0.15715123031565748
NA19466	Luhya in Webuye, Kenya	1000G	0	NA19466_H1	-1.6092687055806696	0.17550758461665986
NA19466	Luhya in Webuye, Kenya	1000G	1	NA19466_H2	-1.6073856392288293	0.14089726370883593
NA19467	Luhya in Webuye, Kenya	1000G	0	NA19467_H1	-1.5863929785526854	0.1338228330547201
NA19467	Luhya in Webuye, Kenya	1000G	1	NA19467_H2	-1.610687131371856	0.14204508006004832
NA19473	Luhya in Webuye, Kenya	1000G	0	NA19473_H1	-1.6186376768475836	0.154848714824871
NA19473	Luhya in Webuye, Kenya	1000G	1	NA19473_H2	-1.6044392275783668	0.1521065104199916
NA19728	Mexican Ancestry in Los Angeles, California, USA	1000G	0	NA19728_H1	0.6383213984753465	0.3852676531493771
NA19728	Mexican Ancestry in Los Angeles, California, USA	1000G	1	NA19728_H2	0.646520183347421	0.4111943340516627
NA19729	Mexican Ancestry in Los Angeles, California, USA	1000G	0	NA19729_H1	0.6363383556602039	0.3357037262605822
NA19729	Mexican Ancestry in Los Angeles, California, USA	1000G	1	NA19729_H2	0.6036859512735212	0.3901976396057426
NA19731	Mexican Ancestry in Los Angeles, California, USA	1000G	0	NA19731_H1	0.6625919346768062	0.45926551164272184
NA19731	Mexican Ancestry in Los Angeles, California, USA	1000G	1	NA19731_H2	0.6399533178361909	0.4594021120741996
NA19732	Mexican Ancestry in Los Angeles, California, USA	1000G	0	NA19732_H1	0.6519811822052207	0.46003692322156486
NA19732	Mexican Ancestry in Los Angeles, California, USA	1000G	1	NA19732_H2	0.6560993784129979	0.42196646182082626
NA20502	Toscani in Italia	1000G	0	NA20502_H1	0.42064067900719526	-1.3483356139771492
NA20502	Toscani in Italia	1000G	1	NA20502_H2	0.42819724453307373	-1.3608327045038315
NA20504	Toscani in Italia	1000G	0	NA20504_H1	0.4484097557744076	-1.3053955763070706
NA20504	Toscani in Italia	1000G	1	NA20504_H2	0.428459756344992	-1.3331104013359114
NA20505	Toscani in Italia	1000G	0	NA20505_H1	0.4173320886455333	-1.3501597620647328
NA20505	Toscani in Italia	1000G	1	NA20505_H2	0.39228037077179656	-1.3789552804619627
NA20507	Toscani in Italia	1000G	0	NA20507_H1	0.422757069338455	-1.3509087542120715
NA20507	Toscani in Italia	1000G	1	NA20507_H2	0.4067407034012848	-1.3411150215858956
NA20508	Toscani in Italia	1000G	0	NA20508_H1	0.41863329255192017	-1.3744508619083116
NA20508	Toscani in Italia	1000G	1	NA20508_H2	0.40963889150265653	-1.339886495646352
NA20509	Toscani in Italia	1000G	0	NA20509_H1	0.4069264462043293	-1.3567987953785319
NA20509	Toscani in Italia	1000G	1	NA20509_H2	0.4174850111360782	-1.3207463313153058
NA20510	Toscani in Italia	1000G	0	NA20510_H1	0.42565666335932445	-1.315662919722204
NA20510	Toscani in Italia	1000G	1	NA20510_H2	0.4247568683981433	-1.3433342794448844
NA20511	Toscani in Italia	1000G	0	NA20511_H1	0.42780853517124784	-1.3609355093623872
NA20511	Toscani in Italia	1000G	1	NA20511_H2	0.417880955881043	-1.3174999357298949
NA20512	Toscani in Italia	1000G	0	NA20512_H1	0.42395316390517923	-1.342513188620425
NA20512	Toscani in Italia	1000G	1	NA20512_H2	0.4388972988938974	-1.3507763768270287
NA20513	Toscani in Italia	1000G	0	NA20513_H1	0.41940733885721776	-1.3294292031840298
NA20513	Toscani in Italia	1000G	1	NA20513_H2	0.41082887446091276	-1.3289883377703442
NA20514	Toscani in Italia	1000G	0	NA20514_H1	0.4189822263838835	-1.336069141140612
NA20514	Toscani in Italia	1000G	1	NA20514_H2	0.4272439527834362	-1.3422227226356198
NA20515	Toscani in Italia	1000G	0	NA20515_H1	0.4503952401269901	-1.3622847303915073
NA20515	Toscani in Italia	1000G	1	NA20515_H2	0.4185962586454595	-1.3539683180667794
NA20516	Toscani in Italia	1000G	0	NA20516_H1	0.44339472580563577	-1.3571507515832602
NA20516	Toscani in Italia	1000G	1	NA20516_H2	0.4271178257469257	-1.2896225054858421
NA20517	Toscani in Italia	1000G	0	NA20517_H1	0.4365863336401507	-1.3626579672012586
NA20517	Toscani in Italia	1000G	1	NA20517_H2	0.40038984012037154	-1.3353960459359429
NA20518	Toscani in Italia	1000G	0	NA20518_H1	0.41858131608980254	-1.36431897338263
NA20518	Toscani in Italia	1000G	1	NA20518_H2	0.4241504914490754	-1.3671194715401493
NA20519	Toscani in Italia	1000G	0	NA20519_H1	0.4065369191594378	-1.3758241582102377
NA20519	Toscani in Italia	1000G	1	NA20519_H2	0.41261327885138455	-1.3360870881419502
NA20520	Toscani in Italia	1000G	0	NA20520_H1	0.4196596257583232	-1.3447561170501885
NA20520	Toscani in Italia	1000G	1	NA20520_H2	0.4044994068926539	-1.3279800507362585
NA20521	Toscani in Italia	1000G	0	NA20521_H1	0.419061261048925	-1.3208023041006425
NA20521	Toscani in Italia	1000G	1	NA20521_H2	0.3918581650669976	-1.3998267040015482
NA20522	Toscani in Italia	1000G	0	NA20522_H1	0.4137078708349524	-1.320511335320076
NA20522	Toscani in Italia	1000G	1	NA20522_H2	0.4251523730530234	-1.369959523483711
NA20524	Toscani in Italia	1000G	0	NA20524_H1	0.44865469477874625	-1.3515166422627536
NA20524	Toscani in Italia	1000G	1	NA20524_H2	0.41882269598555755	-1.3437589446857028
NA20525	Toscani in Italia	1000G	0	NA20525_H1	0.4047908821019233	-1.3481301856034056
NA20525	Toscani in Italia	1000G	1	NA20525_H2	0.41239097542070446	-1.3587280942443702
NA20527	Toscani in Italia	1000G	0	NA20527_H1	0.4334014857326663	-1.3184465927405897
NA20527	Toscani in Italia	1000G	1	NA20527_H2	0.4144802314575204	-1.3492460928008267
NA20528	Toscani in Italia	1000G	0	NA20528_H1	0.4226199398700314	-1.3272525808202305
NA20528	Toscani in Italia	1000G	1	NA20528_H2	0.41082683685535537	-1.3182156727400887
NA20529	Toscani in Italia	1000G	0	NA20529_H1	0.42335084463878037	-1.303354020521142
NA20529	Toscani in Italia	1000G	1	NA20529_H2	0.4085244232696202	-1.3698832210208964
NA20531	Toscani in Italia	1000G	0	NA20531_H1	0.42896488892644535	-1.3587496858816486
NA20531	Toscani in Italia	1000G	1	NA20531_H2	0.40664064182475884	-1.3339909806270962
NA20532	Toscani in Italia	1000G	0	NA20532_H1	0.40554217423350025	-1.3435741020582024
NA20532	Toscani in Italia	1000G	1	NA20532_H2	0.42473134196899187	-1.3425996019132844
NA20534	Toscani in Italia	1000G	0	NA20534_H1	0.4186791197570908	-1.3477278173317302
NA20534	Toscani in Italia	1000G	1	NA20534_H2	0.43162890526624315	-1.3432394625347654
NA20535	Toscani in Italia	1000G	0	NA20535_H1	0.4162441426537192	-1.3528153583139844
NA20535	Toscani in Italia	1000G	1	NA20535_H2	0.4199785125727041	-1.3710918124488596
NA20538	Toscani in Italia	1000G	0	NA20538_H1	0.40936679403866727	-1.3242376058191792
NA20538	Toscani in Italia	1000G	1	NA20538_H2	0.41053699251384174	-1.3656665716329703
NA20539	Toscani in Italia	1000G	0	NA20539_H1	0.4053503604411405	-1.357405289149495
NA20539	Toscani in Italia	1000G	1	NA20539_H2	0.4095408124961177	-1.3490481887640962
NA20540	Toscani in Italia	1000G	0	NA20540_H1	0.43502106608895874	-1.347924945381388
NA20540	Toscani in Italia	1000G	1	NA20540_H2	0.42033368898259155	-1.3649798275325085
NA20542	Toscani in Italia	1000G	0	NA20542_H1	0.4310160699072053	-1.3024741434318394
NA20542	Toscani in Italia	1000G	1	NA20542_H2	0.41717828888435443	-1.3371254272336528
NA20543	Toscani in Italia	1000G	0	NA20543_H1	0.3987299721893372	-1.3793479277924752
NA20543	Toscani in Italia	1000G	1	NA20543_H2	0.4162648967355576	-1.3505082178384729
NA20544	Toscani in Italia	1000G	0	NA20544_H1	0.40674794739087655	-1.351475321437335
NA20544	Toscani in Italia	1000G	1	NA20544_H2	0.43714913749716355	-1.344205394034284
NA20581	Toscani in Italia	1000G	0	NA20581_H1	0.4246483783559968	-1.3637417816600799
NA20581	Toscani in Italia	1000G	1	NA20581_H2	0.4217035757360594	-1.3482668106423203
NA20582	Toscani in Italia	1000G	0	NA20582_H1	0.41214560175378706	-1.3240278609529257
NA20582	Toscani in Italia	1000G	1	NA20582_H2	0.41780386784449897	-1.349977603573003
NA20585	Toscani in Italia	1000G	0	NA20585_H1	0.4135588494360635	-1.3470800826413798
NA20585	Toscani in Italia	1000G	1	NA20585_H2	0.41612247808652136	-1.3298940736731435
NA20586	Toscani in Italia	1000G	0	NA20586_H1	0.4203017004069177	-1.368782321178323
NA20586	Toscani in Italia	1000G	1	NA20586_H2	0.42683631138018535	-1.39289525899844
NA20587	Toscani in Italia	1000G	0	NA20587_H1	0.4283214643732045	-1.3567256096076545
NA20587	Toscani in Italia	1000G	1	NA20587_H2	0.4073033880717577	-1.3519643236816918
NA20588	Toscani in Italia	1000G	0	NA20588_H1	0.4224600460285975	-1.3217343771147383
NA20588	Toscani in Italia	1000G	1	NA20588_H2	0.42370336991099933	-1.3720301968617694
NA20589	Toscani in Italia	1000G	0	NA20589_H1	0.39827464521712846	-1.3397601936716181
NA20589	Toscani in Italia	1000G	1	NA20589_H2	0.41039712382027727	-1.3421351991837334
NA20753	Toscani in Italia	1000G	0	NA20753_H1	0.4101928040911703	-1.3595175441245704
NA20753	Toscani in Italia	1000G	1	NA20753_H2	0.41853080996815634	-1.3254199008713186
NA20754	Toscani in Italia	1000G	0	NA20754_H1	0.4263164529736783	-1.3245183951511315
NA20754	Toscani in Italia	1000G	1	NA20754_H2	0.4099792013848048	-1.3451295512338912
NA20755	Toscani in Italia	1000G	0	NA20755_H1	0.41068871672589324	-1.3620904616525684
NA20755	Toscani in Italia	1000G	1	NA20755_H2	0.42121552147174685	-1.3631072112091007
NA20756	Toscani in Italia	1000G	0	NA20756_H1	0.4082073176063047	-1.3249085926354631
NA20756	Toscani in Italia	1000G	1	NA20756_H2	0.4092291700595664	-1.353525822225649
NA20757	Toscani in Italia	1000G	0	NA20757_H1	0.4163323168596381	-1.348523393009361
NA20757	Toscani in Italia	1000G	1	NA20757_H2	0.41285432468539884	-1.3216155582945992
NA20758	Toscani in Italia	1000G	0	NA20758_H1	0.39630836923919777	-1.3202825650336643
NA20758	Toscani in Italia	1000G	1	NA20758_H2	0.43027017566315534	-1.3745711454724048
NA20760	Toscani in Italia	1000G	0	NA20760_H1	0.4164965700351865	-1.3541550188121556
NA20760	Toscani in Italia	1000G	1	NA20760_H2	0.44428817178823804	-1.3282627114763563
NA20761	Toscani in Italia	1000G	0	NA20761_H1	0.4208296882406149	-1.3501360649766523
NA20761	Toscani in Italia	1000G	1	NA20761_H2	0.43761914106001487	-1.3420592599960708
NA20763	Toscani in Italia	1000G	0	NA20763_H1	0.45592502998037554	-1.3484208306728853
NA20763	Toscani in Italia	1000G	1	NA20763_H2	0.40820170646453147	-1.3615186436334223
NA20765	Toscani in Italia	1000G	0	NA20765_H1	0.4108984944321795	-1.3596293506597614
NA20765	Toscani in Italia	1000G	1	NA20765_H2	0.4144563959878417	-1.3574692856590893
NA20766	Toscani in Italia	1000G	0	NA20766_H1	0.4197497151347349	-1.3492737459497484
NA20766	Toscani in Italia	1000G	1	NA20766_H2	0.41835581880195644	-1.3465593117084582
NA20767	Toscani in Italia	1000G	0	NA20767_H1	0.4134199690409664	-1.3354972424753409
NA20767	Toscani in Italia	1000G	1	NA20767_H2	0.427978116136374	-1.335904669595532
NA20768	Toscani in Italia	1000G	0	NA20768_H1	0.43016275146388644	-1.355638119988754
NA20768	Toscani in Italia	1000G	1	NA20768_H2	0.43137466569970123	-1.353092083694686
NA20769	Toscani in Italia	1000G	0	NA20769_H1	0.40846198757719493	-1.3552664459029955
NA20769	Toscani in Italia	1000G	1	NA20769_H2	0.41766573819880487	-1.3873049289882904
NA20770	Toscani in Italia	1000G	0	NA20770_H1	0.4193362859921433	-1.3586339703906238
NA20770	Toscani in Italia	1000G	1	NA20770_H2	0.41704288952060714	-1.3393006785695067
NA20771	Toscani in Italia	1000G	0	NA20771_H1	0.4263160814229843	-1.3470545962804816
NA20771	Toscani in Italia	1000G	1	NA20771_H2	0.40624299785418666	-1.3766482218589944
NA20773	Toscani in Italia	1000G	0	NA20773_H1	0.41658986813724336	-1.3417223349464682
